,city,date,treat,price,rating,omtaler,gæster,soveværelser,entertainment,security,work,wi-fi,kitchen,outdoor,bathroom,shampoo,washing machine,refrigerator,hot water,bed linen,family,parkering and faciliteter,hair dryer,hangers,smoking allowed,other,cleaning products,host,mailbox,view,dishwasher,blackout curtains,temperature,attractions nearby,fireplace,fitness equipment,pool etc.,Sights,Safety,Shopping,Location,Climate,Affordability
1378,Copenhagen,2024-05-17,0,1794,4.86,7,,2.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1379,Copenhagen,2024-05-17,0,1883,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1380,Copenhagen,2024-05-17,0,1736,4.22,9,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1381,Copenhagen,2024-05-17,0,2030,5.0,5,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1382,Copenhagen,2024-05-17,0,1700,4.50,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1383,Copenhagen,2024-05-17,0,2059,,,5.0,3.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1384,Copenhagen,2024-05-17,0,1765,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1385,Copenhagen,2024-05-17,0,2118,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
1386,Copenhagen,2024-05-17,0,1706,4.96,26,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1387,Copenhagen,2024-05-17,0,2059,,,4.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1388,Copenhagen,2024-05-17,0,1765,4.60,15,4.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1389,Copenhagen,2024-05-17,0,1941,4.59,37,5.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1390,Copenhagen,2024-05-17,0,2030,,,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1391,Copenhagen,2024-05-17,0,2147,4.76,33,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1392,Copenhagen,2024-05-17,0,2088,4.86,7,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
1393,Copenhagen,2024-05-17,0,1941,,,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
1394,Copenhagen,2024-05-17,0,1765,3.67,3,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1395,Copenhagen,2024-05-17,0,1941,,,3.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1396,Copenhagen,2024-05-17,0,2118,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1397,Copenhagen,2024-05-17,0,1883,,,4.0,4.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1398,Copenhagen,2024-05-17,0,2165,4.90,10,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1399,Copenhagen,2024-05-17,0,2202,4.67,46,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1400,Copenhagen,2024-05-17,0,1912,,,5.0,3.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1401,Copenhagen,2024-05-17,0,2118,,,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1402,Copenhagen,2024-05-17,0,1794,4.80,5,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1403,Copenhagen,2024-05-17,0,1871,3.83,6,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1404,Copenhagen,2024-05-17,0,1941,,,5.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,6.8,9.0,5.25,8.25,5.0,1.25
1405,Copenhagen,2024-05-17,0,1883,4.60,10,5.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1406,Copenhagen,2024-05-17,0,2000,4.84,32,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1407,Copenhagen,2024-05-17,0,1706,4.40,5,4.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1408,Copenhagen,2024-05-17,0,2092,,,5.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1409,Copenhagen,2024-05-17,0,1765,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1410,Copenhagen,2024-05-17,0,1765,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1411,Copenhagen,2024-05-17,0,1794,,,4.0,5.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1412,Copenhagen,2024-05-17,0,1941,5.0,5,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1413,Copenhagen,2024-05-17,0,1765,4.0,3,,2.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1414,Copenhagen,2024-05-17,0,1715,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1415,Copenhagen,2024-05-17,0,2096,4.80,22,5.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1416,Copenhagen,2024-05-17,0,1941,4.80,5,4.0,4.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1417,Copenhagen,2024-05-17,0,1830,4.75,4,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1418,Copenhagen,2024-05-17,0,1845,,,4.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1419,Copenhagen,2024-05-17,0,1941,4.75,4,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1420,Copenhagen,2024-05-17,0,1912,,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1421,Copenhagen,2024-05-17,0,1941,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1422,Copenhagen,2024-05-17,0,2118,,,4.0,4.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1423,Copenhagen,2024-05-17,0,1706,4.60,5,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1424,Copenhagen,2024-05-17,0,1959,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1425,Copenhagen,2024-05-17,0,2000,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1426,Copenhagen,2024-05-17,0,2118,,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1427,Copenhagen,2024-05-17,0,1794,,,4.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1428,Copenhagen,2024-05-17,0,1941,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1429,Copenhagen,2024-05-17,0,1706,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1430,Copenhagen,2024-05-17,0,1764,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1431,Copenhagen,2024-05-17,0,1704,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1432,Copenhagen,2024-05-17,0,1824,,,4.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1433,Copenhagen,2024-05-17,0,2118,,,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,6.8,9.0,5.25,8.25,5.0,1.25
1434,Copenhagen,2024-05-17,0,2000,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1435,Copenhagen,2024-05-17,0,1765,4.69,36,4.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,6.8,9.0,5.25,8.25,5.0,1.25
1436,Copenhagen,2024-05-17,0,1824,,,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1437,Copenhagen,2024-05-17,0,1765,,,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1438,Copenhagen,2024-05-17,0,2088,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1439,Copenhagen,2024-05-17,0,2088,,,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1440,Copenhagen,2024-05-17,0,2118,5.0,3,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1441,Copenhagen,2024-05-17,0,2283,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1442,Copenhagen,2024-05-17,0,1883,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1443,Copenhagen,2024-05-17,0,1765,,,2.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1444,Copenhagen,2024-05-17,0,1883,,,6.0,5.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,6.8,9.0,5.25,8.25,5.0,1.25
1445,Copenhagen,2024-05-17,0,2000,5.0,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1446,Copenhagen,2024-05-17,0,1941,5.0,3,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1447,Copenhagen,2024-05-17,0,2000,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1448,Copenhagen,2024-05-17,0,1765,4.75,21,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1449,Copenhagen,2024-05-17,0,2071,,,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1450,Copenhagen,2024-05-17,0,1836,3.60,5,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1451,Copenhagen,2024-05-17,0,2100,,,4.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1452,Copenhagen,2024-05-17,0,1765,0.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1453,Copenhagen,2024-05-17,0,1881,,,8.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1454,Copenhagen,2024-05-17,0,2685,5.0,109,6.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1455,Copenhagen,2024-05-17,0,3324,4.28,39,8.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1456,Copenhagen,2024-05-17,0,2755,4.86,50,7.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1457,Copenhagen,2024-05-17,0,2989,3.83,36,6.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1458,Copenhagen,2024-05-17,0,3242,4.28,53,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1459,Copenhagen,2024-05-17,0,2989,3.60,20,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1460,Copenhagen,2024-05-17,0,2992,4.70,33,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1461,Copenhagen,2024-05-17,0,3376,,,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1462,Copenhagen,2024-05-17,0,3059,4.86,7,4.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1463,Copenhagen,2024-05-17,0,2530,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1464,Copenhagen,2024-05-17,0,2718,4.80,255,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1465,Copenhagen,2024-05-17,0,3004,5.0,16,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1466,Copenhagen,2024-05-17,0,3259,4.85,244,4.0,2.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1467,Copenhagen,2024-05-17,0,3145,4.64,22,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,6.8,9.0,5.25,8.25,5.0,1.25
1468,Copenhagen,2024-05-17,0,2294,4.37,51,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1469,Copenhagen,2024-05-17,0,2941,4.95,82,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1470,Copenhagen,2024-05-17,0,2412,5.0,10,8.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1471,Copenhagen,2024-05-17,0,2167,4.50,4,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1472,Copenhagen,2024-05-17,0,3270,4.80,113,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1473,Copenhagen,2024-05-17,0,2468,4.83,18,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1474,Copenhagen,2024-05-17,0,2624,5.0,14,,2.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1475,Copenhagen,2024-05-17,0,3145,4.45,33,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1476,Copenhagen,2024-05-17,0,3245,4.98,105,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1477,Copenhagen,2024-05-17,0,2824,4.93,43,6.0,3.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1478,Copenhagen,2024-05-17,0,3188,4.87,103,2.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1479,Copenhagen,2024-05-17,0,2718,4.78,273,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1480,Copenhagen,2024-05-17,0,2883,4.76,25,4.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1481,Copenhagen,2024-05-17,0,2588,4.89,9,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1482,Copenhagen,2024-05-17,0,2718,4.81,288,9.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1483,Copenhagen,2024-05-17,0,2353,4.90,21,6.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1484,Copenhagen,2024-05-17,0,3118,5.0,14,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,6.8,9.0,5.25,8.25,5.0,1.25
1485,Copenhagen,2024-05-17,0,3259,4.85,61,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
